classification_id	source_path	source_line	warning	message	architectures	review_cluster	x86_x64_disposition	required_next_read	source_records
T310-S8-P4-CLASS-000211	src/mvdm-host/softpc.new/base/bios/emm_fncs.c	2141	C4018	'<': signed/unsigned mismatch	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-000379,T310-S8-P4-WARN-000380
T310-S8-P4-CLASS-000212	src/mvdm-host/softpc.new/base/bios/emm_fncs.c	2195	C4244	'+=': conversion from 'unsigned long' to 'unsigned short', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000381,T310-S8-P4-WARN-000382
T310-S8-P4-CLASS-000213	src/mvdm-host/softpc.new/base/bios/emm_fncs.c	2205	C4244	'=': conversion from 'unsigned long' to 'unsigned short', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000383,T310-S8-P4-WARN-000384
T310-S8-P4-CLASS-000214	src/mvdm-host/softpc.new/base/bios/emm_fncs.c	2208	C4244	'+=': conversion from 'unsigned long' to 'unsigned short', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000385,T310-S8-P4-WARN-000386
T310-S8-P4-CLASS-000215	src/mvdm-host/softpc.new/base/bios/emm_fncs.c	2477	C4244	'function': conversion from 'unsigned short' to 'IU8', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000387,T310-S8-P4-WARN-000388
T310-S8-P4-CLASS-000216	src/mvdm-host/softpc.new/base/bios/emm_fncs.c	2523	C4244	'function': conversion from 'unsigned short' to 'IU8', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000389,T310-S8-P4-WARN-000390
T310-S8-P4-CLASS-000217	src/mvdm-host/softpc.new/base/bios/reset.c	301	C4131	'ppi_get_switches': uses old-style declarator	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	must-read-old-style-call-contract	K&R declaration may hide a modern parameter/return ABI mismatch; compare the selected declaration and callers before deciding whether it is a harmless source-style warning	T310-S8-P4-WARN-000391,T310-S8-P4-WARN-000392
T310-S8-P4-CLASS-000220	src/mvdm-host/softpc.new/base/bios/reset.c	722	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000397,T310-S8-P4-WARN-000398
T310-S8-P4-CLASS-000223	src/mvdm-host/softpc.new/base/bios/virtual.c	322	C4431	missing type specifier - int assumed. Note: C no longer supports default-int	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000403,T310-S8-P4-WARN-000404
T310-S8-P4-CLASS-000224	src/mvdm-host/softpc.new/base/bios/virtual.c	507	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000405,T310-S8-P4-WARN-000406
T310-S8-P4-CLASS-000225	src/mvdm-host/softpc.new/base/bios/virtual.c	659	C4244	'=': conversion from '__int64' to 'int', possible loss of data	x64	SPC-BIOS-FIRMWARE-BINDINGS	must-read-x64-narrowing	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000407
T310-S8-P4-CLASS-000226	src/mvdm-host/softpc.new/base/bios/virtual.c	742	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000408,T310-S8-P4-WARN-000409
T310-S8-P4-CLASS-000227	src/mvdm-host/softpc.new/base/bios/virtual.c	764	C4244	'function': conversion from 'int' to 'IU8', possible loss of data	x64,x86	SPC-BIOS-FIRMWARE-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000410,T310-S8-P4-WARN-000411
T310-S8-P4-CLASS-000228	src/mvdm-host/softpc.new/base/ccpu386/aad.c	45	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000412,T310-S8-P4-WARN-000413
T310-S8-P4-CLASS-000229	src/mvdm-host/softpc.new/base/ccpu386/aam.c	49	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000414,T310-S8-P4-WARN-000415
T310-S8-P4-CLASS-000236	src/mvdm-host/softpc.new/base/ccpu386/c_addr.c	594	C4018	'<': signed/unsigned mismatch	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-000428,T310-S8-P4-WARN-000429
T310-S8-P4-CLASS-000238	src/mvdm-host/softpc.new/base/ccpu386/c_bsic.c	304	C4018	'>': signed/unsigned mismatch	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-000432,T310-S8-P4-WARN-000433
T310-S8-P4-CLASS-000239	src/mvdm-host/softpc.new/base/ccpu386/c_debug.c	257	C4018	'<': signed/unsigned mismatch	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-000434,T310-S8-P4-WARN-000435
T310-S8-P4-CLASS-000240	src/mvdm-host/softpc.new/base/ccpu386/c_debug.c	335	C4018	'<': signed/unsigned mismatch	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-000436,T310-S8-P4-WARN-000437
T310-S8-P4-CLASS-000241	src/mvdm-host/softpc.new/base/ccpu386/c_intr.c	117	C4018	'>': signed/unsigned mismatch	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-000438,T310-S8-P4-WARN-000439
T310-S8-P4-CLASS-000242	src/mvdm-host/softpc.new/base/ccpu386/c_intr.c	306	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000440,T310-S8-P4-WARN-000441
T310-S8-P4-CLASS-000243	src/mvdm-host/softpc.new/base/ccpu386/c_intr.c	367	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000442,T310-S8-P4-WARN-000443
T310-S8-P4-CLASS-000247	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	867	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000450,T310-S8-P4-WARN-000451
T310-S8-P4-CLASS-000248	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	872	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000452,T310-S8-P4-WARN-000453
T310-S8-P4-CLASS-000249	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	882	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000454,T310-S8-P4-WARN-000455
T310-S8-P4-CLASS-000250	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	887	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000456,T310-S8-P4-WARN-000457
T310-S8-P4-CLASS-000251	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	891	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000458,T310-S8-P4-WARN-000459
T310-S8-P4-CLASS-000252	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	906	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000460,T310-S8-P4-WARN-000461
T310-S8-P4-CLASS-000253	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	910	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000462,T310-S8-P4-WARN-000463
T310-S8-P4-CLASS-000254	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	921	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000464,T310-S8-P4-WARN-000465
T310-S8-P4-CLASS-000255	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	925	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000466,T310-S8-P4-WARN-000467
T310-S8-P4-CLASS-000256	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	930	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000468,T310-S8-P4-WARN-000469
T310-S8-P4-CLASS-000257	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	945	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000470,T310-S8-P4-WARN-000471
